title,link,location,experience,description,requirements,benefits,work_location_detail,working_time,deadline,salary,salary_normalized,currency_unit,skills,group,seniority,skills_clean
Nhân Viên Quản Lý Chất Lượng,https://www.topcv.vn/viec-lam/nhan-vien-quan-ly-chat-luong-vien-thong/1812114.html?ta_source=ITJobs_LinkDetail,Hậu Giang,1 năm,"Nghiệm thu hạ tầng mạng viễn thông: triển khai mới, nâng cấp, xử lý sự cố.
Kiểm soát việc triển khai, vận hành, khai thác và bảo trì thiết bị đài trạm.
Kiểm soát việc triển khai và cung cấp dịch vụ cho khách hàng.
Đo lường chỉ tiêu chất lượng và đánh giá sự hài lòng của khách hàng.
Kiểm soát, đánh giá việc tuân thủ thực hiện theo quy trình công việc tại các bộ phận.
Thực thi và có những đề xuất cải tiến hệ thống quy trình, tài liệu chất lượng của chi nhánh.
Thấu cảm, tạo ra những tương tác, trải nghiệm cá nhân hóa tới người dùng/khách hàng trên các kênh (online/offline) ở mọi điểm chạm.","Tuổi từ 22-30. Tốt nghiệp Cao đẳng trở lên chuyên ngành Quản trị chất lượng, Điện, Điện tử viễn thông, Công nghệ thông tin... Thành thạo tin học văn phòng, đặc biệt là sử dụng các hàm trong Excel. Trung thực, có trách nhiệm cao trong công việc. Có tính chủ động và chịu được môi trường áp lực cao. Có tư duy luôn lấy khách hàng làm trọng tâm.","Thu nhập tháng 12.000.000 - 18.000.000 triệu/ Thu nhập cạnh tranh. Thu nhập năm từ 14-18 tháng lương (13 tháng lương, thưởng nghỉ mát, thưởng hiệu quả kinh doanh…).
Được hưởng đầy đủ các chế độ theo luật lao động hiện hành: BHYT, BHXH…
Phúc lợi: Khám sức khỏe định kỳ hàng năm, gói bảo hiểm sức khỏe chuyên biệt FPT Care dành cho việc khám và chữa bệnh nội, ngoại trú.
Môi trường làm việc thân thiện, chuyên nghiệp. năng động và trẻ trung.
Văn hóa doanh nghiệp đặc sắc, sinh động bậc nhất với nhiều hoạt động hấp dẫn:Tân binh hội nhập, nghỉ mát, team building, thi Trạng, hội Làng, CLB thể thao/văn nghệ/ thiện nguyện…
Được tham gia các chương trình đào tạo nghiệp vụ, phát triển kỹ năng của công ty.
Cơ hội thăng tiến lên các vị trí Cán bộ quản lý của công ty.","- Hậu Giang: 193H, Trần Hưng Đạo, KV3, Phường 5, TP Vị Thanh
- Hậu Giang: TP Ngã Bảy
- Hậu Giang: Phụng Hiệp
...và 1 địa điểm khác","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 7 (từ 08:00 đến 12:00)",2025-11-01,15000000.0,15000000.0,VND,[],Giải quyết vấn đề,mid,[]
Nhân Viên Công Nghệ Thông Tin,https://www.topcv.vn/viec-lam/nhan-vien-cong-nghe-thong-tin/1896853.html?ta_source=ITJobs_LinkDetail,Phú Thọ,1 năm,"Hỗ trợ triển khai, vận hành phần mềm, phần cứng cho hệ thống nhà hàng và khối văn phòng thuộc phạm vi phụ trách của IT
Nhận các yêu cầu và thực hiện các công việc từ Phó bộ phận IT, IT Supervisor phân công xuống
Lắp ráp và cài đặt phần mềm, phần cứng thiết bị IT cho khối văn phòng và nhà hàng, các outlet
Hỗ trợ xử lý các sự cố liên quan đến thiết bị IT của khối vận hành
Phối hợp với nhà cung cấp kiểm tra, sửa chữa, bảo hành bảo dưỡng các thiết bị IT
Phối hợp quản lí vận hành thế thống CCTV
Thực hiện các yêu cầu công việc khác từ cấp trên. Giám sát bởi IT Suppervisor
Thực hiện daily checklist hàng ngày
Tổng hợp lịch sử sửa chữa khi có phát sinh
Báo cáo lên cấp quản lý/ giám sát bộ phận về các trường hợp không thể xử lý
Tổng hợp biên bản bàn giao, tình trạng xuất, nhập kho của bộ phận IT, tổng hợp lưu trữ các tài liệu liên quan
Hoàn thành công việc theo đúng lịch trình đã đề ra từ bộ phận
Thực hiện công việc một cách chính xác, đảm bảo tính ổn định và đáp ứng các tiêu chuẩn chất lượng
Hoàn thành công việc hiệu quả, tiết kiệm thời gian và tài nguyên","Tốt nghiệp Đại học/Cao đẳng chuyên ngành CNTT, ĐTVT Yêu cầu: Có từ 01 năm kinh nghiệm trong lĩnh vực CNTT. Ưu tiên ứng viên đã làm IT trong lĩnh vực khách sạn/resort hoặc kinh nghiệm làm trong các Công ty về CNTT Có kiến thức và kinh nghiệm về Windows Server, Active Directory Có kiến thức về Microsoft SQL Thành thạo tin học văn phòng. Có kỹ năng xử lý sự cố Nhiệt tình, nhanh nhẹn Mong muốn học hỏi không ngừng Có khả năng làm việc nhóm cũng như độc lập Có thể làm việc trong môi trường áp lực","Thu nhập: từ 8-12 triệu (Lương cứng + Service Charge)
Hỗ trợ bữa ăn, nhà ở theo quy định của công ty
Thưởng lễ/tết/sinh nhật
Cấp phát đồng phục, laptop làm việc
Được tham gia BHXH, BHYT, BHTN theo luật định khi ký kết HĐLĐ chính thức.","- Phú Thọ: Xã Bảo Yên, Thanh Thuỷ","Thứ 2 - Thứ 7 (từ 08:00 đến 17:00)
1 tuần nghỉ 1 buổi",2025-10-31,10000000.0,10000000.0,VND,[],Giải quyết vấn đề,mid,[]
Game Design,https://www.topcv.vn/viec-lam/game-design/1896428.html?ta_source=ITJobs_LinkDetail,Hà Nội,1 năm,"Thiết kế Game Flow, Game Play, kịch bản Game Mobile.
Phác thảo ý tưởng giao diện và trải nghiệm người dùng UX/UI.
Xây dựng level, đánh giá và phân tích cân bằng game.
Phối hợp test Game, phân tích đánh giá Game bất kỳ
Phối hợp với các bộ phận Art và Developer, Animation để phát triển và hoàn thiện các ý tưởng.
Các công việc khác theo sự phân công của quản lý trực tiếp.","Tốt nghiệp trường cao đẳng, đại học Có kinh nghiệm làm việc tối thiểu từ 1 năm vị trí Game Designer Có sản phẩm mẫu (gửi link sản phẩm mẫu kèm theo cv) Có khả năng làm teamwork và làm việc độc lập Kiến thức cơ bản về thiết kế game (game element, game mechanic, game balancing…) Biết về thị trường game, xu thế và sở thích của đối tượng người dùng, nắm bắt tốt tâm lý hành vi người chơi. Đam mê game, từng chơi game nhiều năm, chơi nhiều thể loại game khác nhau, chơi trên nhiều hệ máy/nền tảng thiết bị khác nhau đặc biệt là mobile.","Thu nhập:Thỏa thuận
Hưởng đầy đủ các chính sách BHXH, BHYT, các phúc lợi khác và các chế độ đãi ngộ của Công ty
Thưởng tháng, thưởng quý, thưởng năm và thưởng các ngày lễ tết.
Định kỳ review lương 2 lần/năm.
Teambuilding hàng năm để nâng cao tinh thần đội nhóm trong tổ chức.
Phụ cấp ăn ca, phụ cấp đi lại, phụ cấp tập gym,, trang bị đầy đủ trang thiết bị làm việc.
Khám sức khỏe định kỳ hàng năm
Trả lương đúng hạn trong mọi hoàn cảnh luôn là nguyên tắc bất di bất dịch tại Sconnect.","- Hà Nội: TQ Building, ngõ 111 Triều Khúc, Thanh Trì, Thanh Xuân","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
Thứ 2 - Thứ 6 (thứ 7 cách tuần)",2025-10-31,14000000.0,14000000.0,VND,[],Giải quyết vấn đề,mid,[]
IT,https://www.topcv.vn/viec-lam/it-admin-cum-ba/1895581.html?ta_source=ITJobs_LinkDetail,Không rõ,1 năm,"Hỗ trợ hành chính cho team IT: chuẩn bị tài liệu hướng dẫn, training, ghi biên bản họp, báo cáo chi phí, phân bổ công việc qua hệ thống ticket.
Là đầu mối tiếp nhận và hỗ trợ nhân viên về các yêu cầu, sự cố IT.
Thu thập, ghi nhận yêu cầu người dùng, hỗ trợ phân tích quy trình, lập tài liệu BA cơ bản (BRD, user stories), phối hợp UAT.
Hỗ trợ phân tích báo cáo SAP, đề xuất cải tiến để hỗ trợ quyết định.
Tổ chức sự kiện nội bộ, roadshow, triển lãm và các hoạt động khác của IT.
Thực hiện các công việc phát sinh khi được giao.","Tiếng Anh giao tiếp khá Ít nhất 1 năm vị trí tương đương Nắm rõ kiến thức về IT/BA. Kỹ năng giao tiếp, phân tích và tổ chức Trách nhiệm trong công việc tốt","Lương tháng 13
Hỗ trợ cơm trưa
Tham gia đầy đủ chế độ BHXH, BHYT, BHTN
Chính sách nghỉ hè
Khám sức khỏe định kỳ hàng năm
Thưởng lễ, Tết theo chính sách của công ty (01/01, 30/4, 02/09)","- Đồng Nai: Đường số 8, KCN Long Thành, Long Thành",Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),2025-10-30,13500000.0,13500000.0,VND,[],Giải quyết vấn đề,mid,[]
Nhân Viên Công Nghệ Thông Tin,https://www.topcv.vn/viec-lam/nhan-vien-cong-nghe-thong-tin/1884686.html?ta_source=ITJobs_LinkDetail,TP. Hồ Chí Minh,2 năm,"Hỗ trợ kỹ thuật:
Tiếp nhận, xử lý, giải quyết các yêu cầu hỗ trợ kỹ thuật từ người dùng (máy tính, phần mềm, mạng, thiết bị ngoại vi) tại Công ty và các chi nhánh.
Hướng dẫn người dùng trong việc sử dụng phần mềm, hệ thống và thiết bị.
Quản lý & vận hành hệ thống:
Quản trị, vận hành các phần mềm/hệ thống (hệ điều hành, ứng dụng văn phòng, phần mềm kế toán, quản lý văn phòng, cloud server, email, …).
Thực hiện phân quyền, cấp mới/điều chỉnh/thu hồi tài khoản theo yêu cầu.
Sao lưu dữ liệu định kỳ, đảm bảo an toàn và bảo mật thông tin.
Xử lý sự cố:
Chẩn đoán, khắc phục sự cố phần cứng, phần mềm và mạng.
Phối hợp với nhà cung cấp dịch vụ để xử lý các vấn đề liên quan.
Ghi nhận, báo cáo và phân tích sự cố nghiêm trọng.
Quản lý tài sản:
Bảo trì, kiểm kê, nâng cấp hệ thống phần cứng tại Công ty và các chi nhánh.
Tìm kiếm, đánh giá nhà cung cấp/đối tác trong việc mua mới, thay thế, sửa chữa, bảo hành thiết bị CNTT.
Thực hiện mua sắm thiết bị CNTT theo yêu cầu.
Xử lý các tài khoản, hỗ trợ sao lưu dữ liệu nhân viên nghỉ việc. Quản lý tài sản CNTT.
Một số công việc phát sinh theo từng thời điểm.","Có ít nhất 2 năm kinh nghiệm Bằng cao đẳng hoặc đại học các ngành công nghệ thông tin. Ưu tiên các bạn chịu di chuyển, Nhanh nhẹn, siêng năng; Cẩn thận, có trách nhiệm trong công việc; Thành thạo Office, quản trị phần mềm Am hiểu và sửa chữa thiết bị phần cứng, Phần mềm liên quan Chịu được áp lực công việc.","Lương thỏa thuận theo năng lực.
Lương tháng 13;
Lương thưởng Lễ, Tết;
Các chế độ bảo hiểm theo Luật Lao Động;
Được cấp đồng phục hàng năm;
Xét nâng lương hàng năm;
Du lịch, team building
Thưởng thâm niên",- Hồ Chí Minh: Quận 7,"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 7 (từ 08:00 đến 12:00)",2025-10-30,12500000.0,12500000.0,VND,[],Giải quyết vấn đề,mid,[]
Technical Lead,https://www.topcv.vn/viec-lam/technical-lead/1893680.html?ta_source=ITJobs_LinkDetail,Hà Nội,5 năm,"• Xây dựng & quản lý phát triển hệ thống CNTT cho các Dự án;
• Phân tích tính khả thi của các yêu cầu phát triển tính năng mới và mô hình cơ sở dữ liệu;
• Nghiên cứu công nghệ mới để đáp ứng nhu cầu của Dự án trong từng giai đoạn và từng chiến lược;
• Quản lý và phát triển năng lực của đội ngũ CNTT của Dự án;
• Quản lý và hỗ trợ các thành viên trong nhóm hoàn thành công việc được giao;
• Tái cơ cấu hệ thống và tham gia xây dựng hệ thống cơ sở dữ liệu;
• Phát triển các thư viện có thể được sử dụng cho các giai đoạn của dự án và các dự án tương đồng của Công ty.","• Tốt nghiệp ĐH ngành Công nghệ thông tin hoặc các ngành tương đương; • Có ít nhất 5 năm kinh nghiệm ở vị trí tương đương; • Có 3 năm kinh nghiệm làm việc với Spring cloud Framework, Java, Net Core, Gitlab, jQuery, Oracle, REST API, Microservice, API Gateway, My SQL, Kafka, …….; • Kinh nghiệm với thiết kế giao diện người dùng, cấu trúc cơ sở dữ liệu và phân tích thống kê; • Có kinh nghiệm nghiên cứu thiết kế phần mềm báo cáo được tổng hợp từ nhiều nguồn dữ liệu;","• Thu nhập: 30 -40tr (deal theo năng lực);
• Thời gian làm việc: Thứ Hai – Thứ Sáu và 02 ngày thứ 7 trong tháng;
• Được làm việc với các doanh nghiệp, chính phủ, Ngân hàng ... ở nhiều lĩnh vực khác nhau;
• Môi trường làm việc thân thiện, năng động;
• Được tham gia bảo hiểm đầy đủ theo quy định của pháp luật;
• Du lịch/nghỉ mát cùng Công ty hàng năm.
• 12 ngày phép/năm và các ngày nghỉ Lễ theo quy định;
• Thưởng các ngày Lễ, Tết .... theo quy định;
• Xem xét tăng lương hàng năm.","- Hà Nội: Nguyễn Tuân, Thanh Xuân, Thanh Xuân","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Và 02 thứ 7 trong tháng",2025-10-30,35000000.0,35000000.0,VND,[],Giải quyết vấn đề,senior,[]
Technical Lead,https://www.topcv.vn/viec-lam/technical-lead/1857584.html?ta_source=ITJobs_LinkDetail,Hà Nội,2 năm,"Software Development
Design scalable software architectures that meet business needs.
Contribute to frontend/backend development (React, Node.js, Python/FastAPI, or similar) as part of fullstack delivery.
Evaluate and recommend tools, technologies, and processes to ensure the best solutions.
Implement comprehensive testing strategies (unit, integration, E2E) to maintain quality and stability.
AI/ML Engineering
Research, design, and implement state-of-the-art AI/ML models across domains (NLP, LLM, Generative AI, Recommendation Systems).
Fine-tune and optimize pre-trained LLMs and domain-specific models for client needs.
Build and maintain end-to-end pipelines for data processing, training, evaluation, and deployment.
Ensure AI models meet business requirements in terms of accuracy, latency, and scalability.
Devops
Containerize and deploy models using Docker, Kubernetes, AWS/GCP/Azure.
Establish CI/CD pipelines
Monitor models in production, ensuring performance, resilience, and compliance
Leadership & Collaboration
Mentor junior members, fostering technical growth within the team.
Lead technical discussions and provide guidance to development teams
Engage directly with international clients, ensuring transparency, trust, and delivery excellence.","At least 2 years in a senior or tech lead role Strong proficiency in Python. Solid software engineering background with hands-on experience in backend and frontend development (Node.js, React, SQL/NoSQL databases). Proven experience deploying AI systems in production environments with real-world scale. Expertise in MLOps and DevOps (Docker, Kubernetes, cloud platforms, CI/CD pipelines). Strong communication skills with English proficiency (equivalent to IELTS 6.5+).","Salary: Up to 80M
Join a global team and work directly with many talents around the world.
Opportunities for onsite work in Japan, Singapore, Australia, and many other countries.
Work and grow in a dynamic, creative, and professional environment.
Healthcare: Premium Health Insurance TECHVIFY Care
13 months’ salary per year.
Annual salary evaluation.
Sponsor and encourage staff to study courses by covering tuition fees, such as Udemy, Coursera.","- Hà Nội: Tòa HUD Lê Văn Lương, Thanh Xuân",Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),2025-10-31,80000000.0,80000000.0,VND,[],Giải quyết vấn đề,senior,[]
Chuyên Viên Phân Tích,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich/1891699.html?ta_source=ITJobs_LinkDetail,Hà Nội,2 năm,"Làm việc trực tiếp với khách hàng/đối tác và thu thập các yêu cầu;
Phân tích và xây dựng tài liệu yêu cầu người sử dụng, đặc tả yêu cầu, giao diện mẫu (prototype, wireframe) và các quy trình nghiệp vụ (workflow) cho đội phát triển phần mềm.
Phân tích các rủi ro liên quan đến các sản phẩm phần mềm, cơ sở dữ liệu và đề xuất các giải pháp khắc phục (nếu có); đóng góp các ý kiến, sáng kiến cải tiến sản phẩm phần mềm, giải pháp công nghệ.
Hỗ trợ đội ngũ kiểm tra chất lượng sản phẩm phần mềm xây dựng kịch bản kiểm chứng đảm bảo testcase đầy đủ và đáp ứng đúng đặc tả nghiệp vụ.
Thực hiện kiểm duyệt chất lượng sản phẩm đảm bảo đáp ứng đúng yêu cầu nghiệp vụ.
Tham gia nghiệm thu phần mềm đảm bảo phần mềm đáp ứng đúng, đủ yêu cầu của khách hàng
Hỗ trợ đội ngũ kiểm tra chất lượng sản phẩm phần mềm xây dựng kịch bản kiểm chứng đảm bảo testcase đầy đủ và đáp ứng đúng đặc tả nghiệp vụ.
Hướng dẫn, hỗ trợ cho người dùng sử dụng sản phẩm và hỗ trợ xử lý sự cố khi có vấn đề xảy ra
Thực hiện báo cáo theo yêu cầu của cấp trên.","Tốt nghiệp từ đại học chuyên ngành liên quan Công nghệ thông tin, Kinh tế, Tài chính, Hệ thống thông tin quản lý 2 năm kinh nghiệm ở các vị trí có chức năng phân tích nghiệp vụ; phân tích giải pháp của các dự án khối chính phủ. Khả năng giao tiếp, thuyết trình, trao đổi công việc và xử lý tình huống tốt Khả năng làm việc nhóm và làm việc độc lập tốt. Ham học hỏi, không ngại nghiên cứu, phân tích Chăm chỉ, nhiệt tình, trách nhiệm và có chính kiến trong công việc","Lương chính: 15-20M (thỏa thuận theo năng lực)
13 tháng lương/năm
Chế độ bảo hiểm đầy đủ theo luật, khám sức khỏe định kỳ.
Môi trường làm việc chuyên nghiệp, cởi mở, linh hoạt.
Cơ hội được tham gia các dự án lớn, nâng cao kỹ năng backend – frontend – DevOps.
Teambuilding, du lịch, hoạt động nội bộ hằng năm.","- Hà Nội: Duy Tân, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),2025-10-30,17500000.0,17500000.0,VND,[],Giải quyết vấn đề,mid,[]
Chuyên Viên IT,https://www.topcv.vn/viec-lam/chuyen-vien-it-helpdesk/1893948.html?ta_source=ITJobs_LinkDetail,Quảng Ninh,2 năm,"Thiết lập và vận hành hệ thống mạng Công ty, LAN, WAN, VPN, MetroNet, LoadBalance, Firewall, Router/Switch/ Wireless Cisco, Tổng đài IP, Servers Application/ DNS/ DHCP/ NAP/ AV/ FTP, UPS, Server Room.
Cài đặt và cấu hình Server, Tổng đài Avaya.
Quản lý, cài đặt hệ thống an ninh mạng cho toàn hệ thống.
Quản lý, cài đặt, bảo trì, nâng cấp các HĐH (Windows, Linux), phần mềm, phần cứng nội bộ khi cần thiết.
Theo dõi, backup, cập nhật và báo cáo thường xuyên sự thay đổi của hệ thống mạng cũng như tình trạng sử dụng các tài nguyên trên các server.
Chịu trách nhiệm về sự ổn định và an toàn của hệ thống mạng.
Setup hệ thống IT (phần cứng, phần mềm, mạng, máy chủ, phần mềm ứng dụng).
Xử lý các sự cố về sản phẩm, lập kế hoạch và thực hiện công tác bảo hành bảo trì.
Thực hiện các nhiệm vụ khác theo yêu cầu.","Tốt nghiệp chuyên ngành CNTT hoặc Điện tử viễn thông (mạng và hệ thống máy tính) hệ chính quy hoặc tương đương. Có kinh nghiệm từ 2 năm ở vị trí tương đương Có kinh nghiệm chuyên sâu về các thiết bị mạng Cisco, WAN, Router, Loadbalancer, VPN, Data Center, Radius Server, Proxy/Firewall. Biết CSDL SQL server, Oracle, MySQL là một lợi thế. Có khả năng giao tiếp bằng tiếng Anh là một lợi thế. Có khả năng sáng tạo, phát triển tư duy, làm việc độc lập và phối hợp nhóm tốt.","- Mức lương: Thỏa thuận theo năng lực khi phỏng vấn
- Tiền thưởng các ngày Lễ, Tết, lương tháng thứ 13 tuân theo quy định chung của công ty.
- Được rà soát tăng lương theo định kỳ và theo hiệu quả của công việc.
- Hỗ trợ xăng xe, điện thoại
- Có hỗ trợ ăn trưa tại công ty.
- Được khám sức khỏe định kỳ hàng năm.
- Chế độ BHXH và BHYT, BHTN: được tham gia bảo hiểm theo quy định của Luật bảo hiểm về mức đóng và tỷ lệ đóng.
- Hỗ trợ nhà ở cho người ở xa","- Quảng Ninh: tổ 2B khu 9A phường Bãi Cháy Hạ Long, Tp Hạ Long","Thứ 2 - Thứ 7 (từ 08:00 đến 17:00)
Theo điều đồng, giờ làm việc của nhà hàng Resort",2025-10-29,12500000.0,12500000.0,VND,[],Giải quyết vấn đề,mid,[]
Tuyển Việc Làm Cho Sinh Viên Sau Thực Tập làm việc tại CHI NHÁNH CÔNG TY CỔ PHẦN MÁY TÍNH VIỆN,https://www.topcv.vn/viec-lam/viec-lam-cho-sinh-vien-sau-thuc-tap/1808236.html?ta_source=ITJobs_LinkDetail,TP. Hồ Chí Minh,Không yêu cầu,"Thực tập không chỉ là cơ hội để sinh viên trải nghiệm môi trường làm việc thực tế, mà còn là cánh cửa mở ra cho những bạn thật sự cầu tiến một con đường phát triển nghề nghiệp rõ ràng và bền vững.
Ngay sau khi kết thúc giai đoạn thực tập và nhận giấy xác nhận, các bạn sinh viên có thể đăng ký làm thêm ngay tại Trung tâm bảo hành Viện Máy Tính – một môi trường chuyên nghiệp, năng động, giàu cơ hội học hỏi.","Không cần kinh nghiệm – được đào tạo bài bản từ A-Z. Được thực hành thực tế ngay trong quá trình thực tập. Hoàn thành tốt thực tập có cơ hội giữ lại làm việc chính thức với mức thu nhập ổn định. Thời gian làm việc linh hoạt phù hợp lịch học hoặc có thể làm xoay ca. Môi trường trẻ trung, năng động, sếp dễ thương, đồng nghiệp thân thiện. Cơ hội phát triển lâu dài, thăng tiến rõ ràng sau khi ra trường. Các vị trí dành cho sinh viên thực tập: → Hỗ trợ kỹ thuật – sửa chữa thiết bị → Chăm sóc khách hàng – hỗ trợ dịch vụ → Quay dựng video – chỉnh sửa media → Hành chính văn phòng, đặt hàng, kế toán nội bộ","Lịch làm việc siêu linh hoạt:
Bạn hoàn toàn có thể chủ động chọn ca làm bất kỳ lúc nào trong ngày hoặc trong tuần, tùy theo thời gian rảnh – không gò bó, không ảnh hưởng đến việc học hay sinh hoạt cá nhân.
Thu nhập rõ ràng – Tính theo giờ minh bạch
Mức thu nhập cố định: 6.000.000 VNĐ / 260 giờ + Thưởng.
Lương thực nhận = (6.000.000 / 260) x Tổng số giờ làm trong tháng.
Cộng thêm tiền thưởng theo hiệu quả công việc và tinh thần trách nhiệm.
Cơ hội phát triển lâu dài:
Không dừng lại ở việc làm thêm, các bạn có thể được xem xét giữ lại làm chính thức, thăng tiến lên các vị trí cao hơn nếu thể hiện được năng lực, sự chuyên nghiệp và tinh thần học hỏi trong suốt quá trình làm việc.","- Hồ Chí Minh: 265 Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh
- Hồ Chí Minh: 178 Hoàng Văn Thụ, Phường 9, Phú Nhuận
- Hồ Chí Minh: 1.12A The Metropole, 15 Trần Bạch Đằng, P. Thủ Thiêm, Quận 2","Thứ 2 - Chủ nhật (từ 08:00 đến 17:00)
Thứ 2 - Chủ nhật (từ 11:00 đến 20:30)
Thời gian: Từ 08:00 đến 17h30 Hoặc Từ 11:30 đến 20:30 (1 tháng off 2 ngày)",2026-09-29,5500000.0,5500000.0,VND,[],Giải quyết vấn đề,mid,[]
Thực Tập Sinh,https://www.topcv.vn/viec-lam/thuc-tap-sinh-van-hanh-cong-nghe-thong-tin-khong-yeu-cau-kinh-nghiem/1893013.html?ta_source=ITJobs_LinkDetail,Hà Nội,Không yêu cầu,"Chịu trách nhiệm hỗ trợ phân quyền người dùng, tham gia xây dựng và kiểm thử quy trình RPA, lập báo cáo và cập nhật AI Agent, cũng như thực hiện các nhiệm vụ khác theo phân công.
Hỗ trợ xử lý các yêu cầu phân quyền người dùng (Admin user) trên các hệ thống.
Tham gia xây dựng, triển khai, kiểm thử các quy trình tự động hóa (RPA).
Hỗ trợ làm báo cáo, theo dõi hoạt động, kiểm thử và cập nhật kiến thức cho AI Agent.
Thực hiện công việc khác theo phân công.","Sinh viên năm cuối hoặc mới tốt nghiệp ngành CNTT. Có khả năng đọc hiểu tài liệu tiếng Anh tốt (IELTS ≥ 7.0). Có kỹ năng làm việc nhóm, chủ động học hỏi.","Lương cơ bản
Đào tạo chuyên môn Công nghệ thông tin
Thời gian làm việc linh hoạt
Cơ hội tiếp nhận vị trí chính thức",- Hà Nội,Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-10-31,5500000.0,5500000.0,VND,[],Giải quyết vấn đề,mid,[]
Nhân Viên Nhập Liệu,https://www.topcv.vn/viec-lam/nhan-vien-nhap-lieu/1889100.html?ta_source=ITJobs_LinkDetail,TP. Hồ Chí Minh,Không yêu cầu,"Theo dõi hệ thống camera tại các cửa hàng bán lẻ từ xa.
Quan sát và ghi nhận hoạt động của nhân viên và khách hàng tại cửa hàng.
Nhập dữ liệu trên máy tính bảng để ghi nhận thông tin.
Báo cáo nhanh khi phát hiện sự cố hoặc tình huống khẩn cấp.","Sinh viên mới tốt nghiệp hoặc đã tốt nghiệp các trường CĐ/ĐH chuyên ngành liên quan. Không yêu cầu kinh nghiệm, được đào tạo bài bản từ đầu. Trung thực, có trách nhiệm trong công việc. Chịu khó, thật thà Cẩn thận, tỉ mỉ, có khả năng tập trung cao khi làm việc.","Lương thử việc 2 tháng: 7.000.000 VND/ tháng.
Lương chính thức: 7.500.000 VND/tháng.
Tham gia BHXH, BHYT sau thử việc.
12 ngày phép năm và được nghỉ có hưởng lương vào ngày sinh nhật.
Thưởng nhân viên xuất sắc của tháng.
Bắt được trộm, mỗi vụ được thưởng 200.000 VND.
Giới thiệu người vào làm việc được thưởng 500.000 VND.","- Hồ Chí Minh: Số 4, Hàn Thuyên, Phường Bình Thọ, Thủ Đức",Từ 13h30 chiều đến 1h30 sáng (Cách 2 tiếng được nghỉ 30p) – Nghỉ 1.5 ngày/ tuần,2025-10-29,8000000.0,8000000.0,VND,[],Giải quyết vấn đề,mid,[]
