timestamp,feature,importance,model
2025-10-18 07:06:11,grp_Java,0.007597784046083689,xgb
2025-10-18 07:06:11,grp_JavaScript,0.0,xgb
2025-10-18 07:06:11,grp_Javascript,0.056190941482782364,xgb
2025-10-18 07:06:11,grp_Khác,0.022273102775216103,xgb
2025-10-18 07:06:11,grp_Kinh Doanh,0.003438347252085805,xgb
2025-10-18 07:06:11,grp_Phân Tích Nghiệp Vụ,0.0039215958677232265,xgb
2025-10-18 07:06:11,grp_Problem-solving,0.010998820886015892,xgb
2025-10-18 07:06:11,grp_Project Management,0.003279030090197921,xgb
2025-10-18 07:06:11,grp_Python,0.0366385281085968,xgb
2025-10-18 07:06:11,grp_Quản Lý Dự Án,0.005345707759261131,xgb
